id,name,star_name,orbital_period,radius,ra,dec,duration,transit_depth,model_snr
3641,Kepler-271 b,Kepler-271,9.4867917783,1.2484444444444445,283.0029316,44.284108,3.446475,0.021578333333333335,
3642,Kepler-271 c,Kepler-271,7.410885091918183,1.0014444444444444,283.0029316,44.284108,3.3764875,0.012931666666666668,
3643,Kepler-271 d,Kepler-271,5.2496896761444445,0.687375,283.0029316,44.284108,2.7779333333333334,0.006002,
3644,Kepler-272 b,Kepler-272,2.9713290876,1.4776,299.1275257,47.5938319,2.7029285714285716,0.02393,
3645,Kepler-272 c,Kepler-272,6.057297250858333,1.8697,299.1275257,47.59383189999999,3.7642875,0.039731666666666665,
3646,Kepler-272 d,Kepler-272,10.937276454736365,2.156222222222222,299.1275257,47.5938319,2.9871375000000002,0.042975000000000006,
3647,Kepler-273 b,Kepler-273,2.9365250774400002,1.6179999999999999,291.3021458,47.69765730000001,1.757042857142857,0.035706,
3648,Kepler-273 c,Kepler-273,8.014962552145455,1.7358888888888888,291.3021458,47.6976573,3.08855,0.03674,
3649,Kepler-274 b,Kepler-274,11.634876372133334,1.97625,292.9227926,38.4772173,5.422499999999999,0.030745,
3650,Kepler-274 c,Kepler-274,33.19798549434,2.26225,292.9227926,38.4772173,4.582157142857143,0.037585999999999994,
3651,Kepler-275 b,Kepler-275,10.30072114064,2.256888888888889,292.4797004,38.5149018,4.935671428571429,0.028706,
3652,Kepler-275 c,Kepler-275,16.088267074054546,3.372888888888889,292.4797004,38.5149018,5.738925,0.06501833333333333,
3653,Kepler-275 d,Kepler-275,35.67557890611818,3.131222222222222,292.4797004,38.5149018,7.0280000000000005,0.05428666666666667,
3654,Kepler-276 b,Kepler-276,14.128452365783334,2.606444444444444,293.568197,39.0363123,3.5567,0.06348833333333333,
3655,Kepler-276 c,Kepler-276,31.8839735825,3.1131,293.568197,39.0363123,5.297,0.09314666666666667,
3656,Kepler-276 d,Kepler-276,48.64802084690769,2.8920000000000003,293.568197,39.0363123,4.576771428571428,0.065185,
3657,Kepler-277 b,Kepler-277,17.324148401515384,2.9531,286.5831894,39.0772582,8.198757142857144,0.024106666666666665,
3658,Kepler-277 c,Kepler-277,33.006283403192306,3.0057,286.5831894,39.0772582,7.381642857142857,0.02730166666666667,
3659,Kepler-278 b,Kepler-278,30.159450914507694,4.081545454545455,290.1072124,38.7022694,7.7618,0.018053333333333334,
3660,Kepler-278 c,Kepler-278,51.07992539612307,3.244909090909091,290.1072124,38.7022694,11.2201875,0.013433333333333334,
3661,Kepler-279 b,Kepler-279,12.309686541545455,3.043625,287.391295,42.194822,6.247675,0.037871666666666665,
3662,Kepler-279 c,Kepler-279,35.735893478181815,4.500111111111111,287.391295,42.194822,8.743857142857141,0.08027166666666667,
3663,Kepler-279 d,Kepler-279,54.416679853999995,3.643125,287.391295,42.194822,8.372666666666666,0.0603,
3664,Kepler-279 e,Kepler-279,98.35313266666667,4.13,287.391295,42.194822,24.708,0.0423,
3665,Kepler-28 b,Kepler-28,5.911918001642857,2.2071538461538465,292.1370409,42.429483499999996,2.4811625,0.101535,
3666,Kepler-28 c,Kepler-28,8.986442354285714,2.136307692307692,292.1370409,42.429483499999996,3.18735,0.08911999999999999,
3667,Kepler-280 b,Kepler-280,2.139553726581818,1.5121111111111112,291.3905325,42.1804735,2.09855,0.027271666666666666,
3668,Kepler-280 c,Kepler-280,4.807097895663636,2.1927777777777777,291.3905325,42.1804735,0.9283375,0.045435,
3669,Kepler-281 b,Kepler-281,14.646185138841666,2.485625,294.1081465,44.7706524,5.7352,0.06454833333333333,
3670,Kepler-281 c,Kepler-281,36.33742362650833,5.637125,294.1081465,44.7706524,6.9056875,0.2934866666666667,
3671,Kepler-281 d,Kepler-281,148.271733693,6.966246343333334,294.1081465,44.7706524,4.387416666666667,0.18807833333333335,
3672,Kepler-282 b,Kepler-282,9.22072030608,1.1333333333333333,284.6772402,44.7976401,4.528871428571429,0.013682,
3673,Kepler-282 c,Kepler-282,13.63928473991,1.286111111111111,284.6772402,44.7976401,5.4489,0.017174000000000002,
3674,Kepler-282 d,Kepler-282,24.80560064390909,2.457333333333333,284.6772402,44.7976401,6.1330857142857145,0.06350833333333333,
3675,Kepler-282 e,Kepler-282,44.34716177915454,2.845666666666667,284.6772402,44.7976401,6.440642857142857,0.08215166666666666,
3676,Kepler-283 b,Kepler-283,11.008165565663637,2.8364000000000003,293.6137413,47.838938,2.1966625,0.148535,
3677,Kepler-283 c,Kepler-283,92.74752356141,17.60622222222222,293.6137413,47.838938000000006,7.0241375,0.12753166666666668,
3678,Kepler-284 b,Kepler-284,12.699051901272727,2.4243333333333332,293.1465698,47.7297053,2.9041,0.08367333333333334,
3679,Kepler-284 c,Kepler-284,37.514147479845455,2.6545555555555556,293.1465698,47.7297053,5.3573875,0.09884166666666666,
3680,Kepler-285 b,Kepler-285,2.63386165816,1.3813333333333333,291.3908469,48.065539199999996,2.084842857142857,0.02939,
3681,Kepler-285 c,Kepler-285,6.18668710715,1.1444444444444446,291.3908469,48.065539199999996,2.9391,0.02026,
3682,Kepler-286 b,Kepler-286,1.7963174791299998,1.3154444444444444,290.6761874,48.2942362,1.9486857142857144,0.021926,
3683,Kepler-286 c,Kepler-286,3.46807393951,1.4232222222222222,290.6761874,48.2942362,2.338514285714286,0.025828,
3684,Kepler-286 d,Kepler-286,5.91428518927,1.4237777777777778,290.6761874,48.2942362,2.6559285714285714,0.025574000000000003,
3685,Kepler-286 e,Kepler-286,29.221433487136366,1.7921111111111112,290.6761874,48.2942362,3.9073875,0.03718166666666667,
3686,Kepler-287 b,Kepler-287,20.342313487258334,2.4347777777777777,290.9274282,48.4434588,2.3165875000000002,0.054990000000000004,
3687,Kepler-287 c,Kepler-287,44.85206353636364,3.28,290.9274282,48.4434588,3.7222875,0.08036833333333333,
3688,Kepler-288 b,Kepler-288,6.09746365033,1.6862222222222223,288.9163997,39.5947523,3.3045714285714287,0.022702,
3689,Kepler-288 c,Kepler-288,19.305761992454546,3.0766666666666667,288.9163997,39.5947523,4.274062499999999,0.07550833333333333,
3690,Kepler-288 d,Kepler-288,56.637687267000004,3.3014444444444444,288.9163997,39.5947523,7.064,0.06456166666666667,
3691,Kepler-289 b,Kepler-289,34.54355679542857,2.7967272727272725,297.4653351,42.88285170000001,3.3584777777777775,0.043583333333333335,
3692,Kepler-289 c,Kepler-289,125.86503623159133,13.82537332846154,297.4653351,42.8828517,8.898095810000001,1.2464818328571428,
3693,Kepler-289 d,Kepler-289,66.0458,2.855,297.4653351,42.8828517,3.557,,
3694,Kepler-289 e,Kepler-289,330.071572,2.94,297.4653351,42.8828517,4.295,0.06167,
3695,Kepler-29 b,Kepler-29,10.339000341666667,1069.6932,298.348382,47.4913021,3.6107444444444443,0.1300025,
3696,Kepler-29 c,Kepler-29,13.287538815,471.9518,298.348382,47.4913021,3.9028875000000003,0.11307571428571428,
3697,Kepler-290 b,Kepler-290,14.5893326937,2.1806666666666668,286.4100307,42.681513700000004,2.4248374999999998,0.08680500000000001,
3698,Kepler-290 c,Kepler-290,36.7704303198,3.058888888888889,286.4100307,42.681513700000004,4.602075,0.14534666666666665,
3699,Kepler-290 d,Kepler-290,0.7640181724999999,0.8596142828571428,286.4100307,42.6815137,1.12744,0.013576,
3700,Kepler-291 b,Kepler-291,3.5465321045300002,2.238777777777778,287.9163029,42.4372666,2.2817857142857143,0.047374,
3701,Kepler-291 c,Kepler-291,5.70072612986,2.0039999999999996,287.9163029,42.4372666,1.6471857142857143,0.036102,
3702,Kepler-292 b,Kepler-292,2.58082055505,1.4814444444444446,295.7661979,42.4242822,2.130657142857143,0.028428,
3703,Kepler-292 c,Kepler-292,3.7154260829599997,1.6512222222222224,295.7661979,42.4242822,2.492928571428571,0.036524,
3704,Kepler-292 d,Kepler-292,7.055664726318182,2.393222222222222,295.7661979,42.4242822,3.1871375,0.07692166666666667,
3705,Kepler-292 e,Kepler-292,11.97881087919091,2.5696666666666665,295.7661979,42.4242822,3.95465,0.07469166666666667,
3706,Kepler-292 f,Kepler-292,20.834256052954547,2.6594444444444445,295.7661979,42.4242822,4.465775000000001,0.09036,
3707,Kepler-293 b,Kepler-293,19.25407378350909,2.889222222222222,286.3580611,42.4064917,4.6029125,0.10212833333333333,
3708,Kepler-293 c,Kepler-293,54.15622402243636,3.6554444444444445,286.3580611,42.4064917,4.2940000000000005,0.11531166666666666,
3709,Kepler-294 b,Kepler-294,3.7012185642200004,1.736888888888889,287.3920392,46.0592578,2.4962142857142857,0.03483,
3710,Kepler-294 c,Kepler-294,6.626425780836363,2.713333333333333,287.3920392,46.05925779999999,3.2412625,0.08673166666666667,
3711,Kepler-295 b,Kepler-295,12.645035065,1.9885555555555554,285.3458383,45.3677754,8.8211875,0.020935,
3712,Kepler-295 c,Kepler-295,21.526343696936365,1.7062222222222223,285.3458383,45.3677754,8.3044375,0.01891,
3713,Kepler-295 d,Kepler-295,33.88470873744546,2.1698,285.3458383,45.3677754,6.244575,0.02217,
3714,Kepler-296 b,Kepler-296,9.0537047994,12.60225,286.5400278,49.4372614,2.2901571428571432,0.088782,
3715,Kepler-296 c,Kepler-296,5.8416647943538464,1.7454999999999998,286.5400278,49.4372614,1.9231125,0.14708333333333334,
3716,Kepler-296 d,Kepler-296,19.850265006423076,1.7844999999999998,286.5400278,49.4372614,2.8846374999999997,0.16923166666666667,
3717,Kepler-296 e,Kepler-296,34.142031024316665,1.341,286.5400278,49.4372614,3.2577111111111114,0.08252666666666668,
3718,Kepler-296 f,Kepler-296,63.33652084636364,1.511,286.5400278,49.43726139999999,3.5120222222222224,0.10555999999999999,
3719,Kepler-297 b,Kepler-297,38.868990950000004,3.0633,283.2091605,48.7776156,6.1688125,0.10017999999999999,
3720,Kepler-297 c,Kepler-297,74.92606303090909,7.0175,283.2091605,48.7776156,4.786449999999999,0.42252333333333336,
3721,Kepler-297 d,Kepler-297,150.0196276722222,15.261571422857143,283.2091605,48.7776156,4.333833333333334,0.447355,
3722,Kepler-298 b,Kepler-298,10.4754726976,2.18325,283.0398448,48.8253303,2.3169375,0.11535000000000001,
3723,Kepler-298 c,Kepler-298,22.928881427777778,2.2421249999999997,283.0398448,48.8253303,2.0984749999999996,0.09411666666666667,
3724,Kepler-298 d,Kepler-298,77.47469382291,2.7705,283.0398448,48.8253303,4.3665375,0.16306166666666666,
3725,Kepler-299 b,Kepler-299,2.9271937033,1.2545555555555556,283.2070156,48.5805222,2.591742857142857,0.017276,
3726,Kepler-299 c,Kepler-299,6.885935272999999,2.2276666666666665,283.2070156,48.5805222,3.7098,0.042756666666666665,
3727,Kepler-299 d,Kepler-299,15.054882838480001,1.7158888888888888,283.2070156,48.5805222,4.610028571428572,0.029302,
3728,Kepler-299 e,Kepler-299,38.28558174270909,1.753,283.2070156,48.5805222,6.2553,0.03274166666666667,
3729,Kepler-30 b,Kepler-30,29.242260256999998,2.4215555555555555,285.2836483,38.9472625,4.8641,0.10881666666666667,
3730,Kepler-30 c,Kepler-30,60.325265911538466,12.703000000000001,285.2836483,38.9472625,6.5644375,2.09146375,
3731,Kepler-30 d,Kepler-30,143.22038403727274,9.246599999999999,285.2836483,38.9472625,8.840325,1.07471375,
3732,Kepler-300 b,Kepler-300,10.44636836672,2.193,295.2886934,48.5997243,2.423275,0.035025,
3733,Kepler-300 c,Kepler-300,40.71506359361,2.4139999999999997,295.2886934,48.5997243,8.6511625,0.05724166666666666,
3734,Kepler-301 b,Kepler-301,2.5085559169,1.3672222222222221,283.982904,49.2329512,2.3217,0.022496,
3735,Kepler-301 c,Kepler-301,5.41908016809,1.428111111111111,283.982904,49.2329512,2.2933285714285714,0.02394,
3736,Kepler-301 d,Kepler-301,13.751315880245455,1.9096666666666668,283.982904,49.2329512,3.9660625,0.040735,
3737,Kepler-302 b,Kepler-302,30.183636311245458,3.2796666666666665,294.3169307,43.6292436,5.881475,0.10130333333333334,
3738,Kepler-302 c,Kepler-302,127.282324263,10.661777777777779,294.3169307,43.6292436,7.1064,0.8593733333333334,
3739,Kepler-303 b,Kepler-303,1.937262546,0.97675,283.1354742,43.6567036,1.530225,0.03410666666666667,
3740,Kepler-303 c,Kepler-303,7.061076278283333,1.282181818181818,283.1354742,43.6567036,1.0879124999999998,0.050469999999999994,
3741,Kepler-304 b,Kepler-304,3.2957061782636363,3.1596666666666664,294.4418031,40.5575408,1.8526375,0.18202333333333334,
3742,Kepler-304 c,Kepler-304,5.315953471481818,2.4542222222222225,294.4418031,40.5575408,1.1499,0.10133333333333333,
3743,Kepler-304 d,Kepler-304,9.653486417454546,2.7354444444444446,294.4418031,40.5575408,2.9423375000000003,0.13938666666666666,
3744,Kepler-304 e,Kepler-304,1.4991458747333333,1.2153749999999999,294.4418031,40.5575408,1.43355,0.026698,
3745,Kepler-305 b,Kepler-305,5.487317297284616,3.396818181818182,299.2242557,40.343167,2.904985714285714,0.14874166666666666,
3746,Kepler-305 c,Kepler-305,8.290816787361539,3.197545454545455,299.2242557,40.343167,3.369942857142857,0.11382333333333333,
3747,Kepler-305 d,Kepler-305,16.73883390416923,2.7425454545454544,299.2242557,40.343167,2.5073624999999997,0.11133666666666668,
3748,Kepler-305 e,Kepler-305,3.20539397,1.8352593285714285,299.2242557,40.343167,2.1710000000000003,0.051160000000000004,
3749,Kepler-306 b,Kepler-306,4.64620816558,1.7825555555555554,288.5387145,40.6160545,2.3674999999999997,0.047464,
3750,Kepler-306 c,Kepler-306,7.240198838427273,2.412777777777778,288.5387145,40.6160545,2.9684875,0.092655,
3751,Kepler-306 d,Kepler-306,17.326676293854547,2.413555555555556,288.5387145,40.6160545,4.3247125,0.08544,
3752,Kepler-306 e,Kepler-306,44.84119182011818,2.6500000000000004,288.5387145,40.6160545,5.5846375,0.106765,
3753,Kepler-307 b,Kepler-307,10.416531957857144,3.084,297.7950939,40.4176403,2.797871428571429,0.08640166666666667,
3754,Kepler-307 c,Kepler-307,13.082572402857142,2.8025384615384614,297.7950939,40.4176403,3.128485714285714,0.07039166666666667,
3755,Kepler-308 b,Kepler-308,9.6949889569,2.156625,295.7852423,40.4395753,2.681928571428571,0.056484,
3756,Kepler-308 c,Kepler-308,15.38245163115,2.136625,295.7852423,40.4395753,3.920925,0.055986666666666664,
3757,Kepler-309 b,Kepler-309,5.923648880883333,1.2452727272727273,297.5098911,46.9614121,2.6935571428571428,0.042562,
3758,Kepler-309 c,Kepler-309,105.35742563930769,2.402090909090909,297.5098911,46.9614121,3.8613874999999998,0.139475,
3759,Kepler-31 b,Kepler-31,20.860448766666668,5.450555555555556,294.0230229,45.8530535,5.2187125,0.19889571428571426,
3760,Kepler-31 c,Kepler-31,42.633631466666664,5.0997,294.0230229,45.8530535,6.2715250000000005,0.17605714285714286,
3761,Kepler-31 d,Kepler-31,87.64741748778462,4.129,294.0230229,45.8530535,8.899133333333332,0.1101357142857143,
3762,Kepler-310 b,Kepler-310,13.93071142755,1.2828888888888887,288.839278,46.986747199999996,2.1449285714285713,0.018897999999999998,
3763,Kepler-310 c,Kepler-310,56.47583287372727,3.3201111111111112,288.839278,46.9867472,5.994175,0.11028166666666667,
3764,Kepler-310 d,Kepler-310,92.87506677814167,2.4364,288.839278,46.9867472,7.0434,0.06481166666666667,
3765,Kepler-311 b,Kepler-311,9.176131552572729,1.6486666666666667,282.0612731,47.0854984,4.3376624999999995,0.021121666666666667,
3766,Kepler-311 c,Kepler-311,19.738567708872726,1.518888888888889,282.0612731,47.0854984,4.879825,0.016001666666666668,
3767,Kepler-311 d,Kepler-311,232.05028934999999,2.05179999,282.0612731,47.0854984,11.912333333333331,0.03179333333333333,
3768,Kepler-312 b,Kepler-312,1.7724422181777777,1.15825,298.3957687,42.4597712,2.4547000000000003,0.007785,
3769,Kepler-312 c,Kepler-312,19.74735623670909,2.8922222222222222,298.3957687,42.4597712,3.4472375,0.047523333333333334,
3770,Kepler-313 b,Kepler-313,14.970269449954545,2.234,298.2948708,48.7754,5.9512375,0.029205,
3771,Kepler-313 c,Kepler-313,32.2752431066,2.075375,298.2948708,48.7754,7.254775,0.023985000000000003,
3772,Kepler-314 b,Kepler-314,2.461067824390909,0.8095000000000001,294.6741507,42.0756037,2.183757142857143,0.008218,
3773,Kepler-314 c,Kepler-314,5.960412049037692,2.8266066345454544,294.6741507,42.0756037,2.8243451555555557,0.08085577428571429,
3774,Kepler-315 b,Kepler-315,96.105854644,4.007555555555555,298.0230967,43.3634761,9.8068875,0.11343333333333333,
3775,Kepler-315 c,Kepler-315,265.4708680666667,4.02775,298.0230967,43.3634761,9.510428571428571,0.113964,
3776,Kepler-316 b,Kepler-316,2.2404924310000003,1.2706666666666666,290.825835,44.1838993,1.4281428571428572,0.046928000000000004,
3777,Kepler-316 c,Kepler-316,6.82778150269,1.3907777777777777,290.825835,44.1838993,2.4210000000000003,0.06156666666666666,
3778,Kepler-317 b,Kepler-317,5.52417659489,2.1164444444444444,294.9438822,39.0320499,2.727642857142857,0.050890000000000005,
3779,Kepler-317 c,Kepler-317,8.775098123560001,1.816125,294.9438822,39.0320499,3.199214285714286,0.037394,
3780,Kepler-318 b,Kepler-318,4.6627115601849995,4.824652383,298.4828337,46.793635699999996,2.791157911111111,0.16621641857142858,
3781,Kepler-318 c,Kepler-318,11.815006437427273,3.9536666666666664,298.4828337,46.7936357,2.64175,0.09841499999999999,
3782,Kepler-319 b,Kepler-319,4.3627395211909095,2.3297777777777777,288.8119782,39.7706431,2.25195,0.03286833333333333,
3783,Kepler-319 c,Kepler-319,6.941357444254546,3.8717777777777775,288.8119782,39.7706431,1.8955499999999998,0.08645000000000001,
3784,Kepler-319 d,Kepler-319,31.782102266818182,3.198666666666666,288.8119782,39.7706431,3.89305,0.05998666666666667,
3785,Kepler-32 b,Kepler-32,5.901164396823529,2.1514666666666664,297.8423073,46.5743595,2.26305,0.1703457142857143,
3786,Kepler-32 c,Kepler-32,8.752000182941176,2.0702000000000003,297.8423073,46.5743595,2.4372625,0.14726571428571428,
3787,Kepler-32 d,Kepler-32,22.780592009429412,2.4426428571428573,297.8423073,46.5743595,3.2600625,0.2113057142857143,
3788,Kepler-32 e,Kepler-32,2.8962592732125,1.3299285714285713,297.8423073,46.5743595,1.6618571428571427,0.064695,
3789,Kepler-32 f,Kepler-32,0.7427472685571429,1.4269166666666668,297.8423073,46.5743595,1.0043857142857144,0.061090000000000005,
3790,Kepler-320 b,Kepler-320,8.3715962725,1.392875,293.2135155,46.1751457,4.374,0.0099575,
3791,Kepler-320 c,Kepler-320,17.934679895555558,1.7575,293.2135155,46.1751457,5.620814285714286,0.016204,
3792,Kepler-321 b,Kepler-321,4.915385137427273,1.637888888888889,294.4536991,44.14576259999999,2.8298,0.022750000000000003,
3793,Kepler-321 c,Kepler-321,13.093907453554545,2.217,294.4536991,44.14576259999999,2.2469625,0.03975,
3794,Kepler-322 b,Kepler-322,1.6538923981099998,1.0791111111111111,281.3487514,44.2952525,1.7305571428571427,0.013240000000000002,
3795,Kepler-322 c,Kepler-322,4.337227576199999,1.7862222222222224,281.3487514,44.2952525,2.53825,0.03698833333333334,
3796,Kepler-323 b,Kepler-323,1.6783000675000002,1.5676363636363637,291.3822988,38.1274595,2.4032999999999998,0.014905000000000002,
3797,Kepler-323 c,Kepler-323,3.5538394669692304,1.7556363636363637,291.3822988,38.1274595,3.0953,0.01920166666666667,
3798,Kepler-324 b,Kepler-324,4.385357354636364,1.1284444444444446,286.4714473,49.6490933,2.511742857142857,0.019464000000000002,
3799,Kepler-324 c,Kepler-324,51.808883508181815,3.0408888888888885,286.4714473,49.6490933,6.96425,0.10520166666666668,
3800,Kepler-324 e,Kepler-324,13.979432513,1.706517777142857,286.4714473,49.6490933,1.2655833333333333,0.03435833333333333,
3801,Kepler-325 b,Kepler-325,4.5444421482727275,2.8218888888888887,289.8354219,49.825607,1.7926250000000001,0.09014833333333333,
3802,Kepler-325 c,Kepler-325,12.762207962172727,2.9795555555555557,289.8354219,49.825607,1.9821125,0.06909666666666667,
3803,Kepler-325 d,Kepler-325,38.714922631681816,2.7464444444444442,289.8354219,49.825607,3.46525,0.08297166666666667,
3804,Kepler-326 b,Kepler-326,2.248270740558333,2.1152,294.3255898,46.0022646,2.051075,0.026658333333333336,
3805,Kepler-326 c,Kepler-326,4.5803130658999995,2.2538,294.3255898,46.0022646,2.15805,0.031575,
3806,Kepler-326 d,Kepler-326,6.766910381125,2.0263999999999998,294.3255898,46.0022646,1.7154125,0.024914999999999996,
3807,Kepler-327 b,Kepler-327,2.5496556688571426,1.2565833333333334,292.6422963,44.0876251,1.7781125,0.055095,
3808,Kepler-327 c,Kepler-327,5.212102784721429,1.1787692307692308,292.6422963,44.0876251,2.2383875,0.04595,
3809,Kepler-327 d,Kepler-327,13.969475556892307,2.0236666666666667,292.64229629999994,44.0876251,1.4988875,0.11516833333333333,
3810,Kepler-328 b,Kepler-328,34.91790326777778,3.1654285714285715,295.8092756,40.0084866,9.1593,0.05911599999999999,
3811,Kepler-328 c,Kepler-328,71.311553641,5.573125,295.8092756,40.0084866,9.176671428571428,0.22976666666666667,
3812,Kepler-329 b,Kepler-329,7.416355632988888,1.4777777777777779,299.2681646,45.2272852,2.2321999999999997,0.053152,
3813,Kepler-329 c,Kepler-329,18.68479649462,2.2405555555555554,299.2681646,45.227285200000004,4.0037375,0.13727666666666669,
3814,Kepler-33 b,Kepler-33,5.66811179351,1.6215555555555556,289.0775348,46.0051696,4.885457142857143,0.008993333333333334,
3815,Kepler-33 c,Kepler-33,13.175591050433333,2.7571000000000003,289.0775348,46.0051696,6.66195,0.026860000000000002,
3816,Kepler-33 d,Kepler-33,21.77577783265,4.798333333333333,289.0775348,46.0051696,7.9954374999999995,0.08004,
3817,Kepler-33 e,Kepler-33,31.78465295769231,3.6311666666666667,289.0775348,46.0051696,8.8918125,0.04625857142857143,
3818,Kepler-33 f,Kepler-33,41.02823944230769,4.0825000000000005,289.0775348,46.0051696,9.9243375,0.057845714285714285,
3819,Kepler-330 b,Kepler-330,8.259810667210001,1.3227777777777778,288.4474035,44.8017616,2.924271428571429,0.031848,
3820,Kepler-330 c,Kepler-330,15.955437624063636,2.1432222222222226,288.4474035,44.8017616,4.0239125,0.08251,
3821,Kepler-331 b,Kepler-331,8.45748386913,2.11675,291.8343455,39.3073462,2.3128375,0.14546833333333334,
3822,Kepler-331 c,Kepler-331,17.28115869663,2.2276249999999997,291.8343455,39.3073462,2.7649875,0.16028,
3823,Kepler-331 d,Kepler-331,32.13414113052,2.060375,291.8343455,39.3073462,2.756625,0.1257,
3824,Kepler-332 b,Kepler-332,7.626348004654545,1.296,286.6627811,47.4136938,2.423175,0.030043333333333335,
3825,Kepler-332 c,Kepler-332,15.995601394569999,1.149375,286.6627811,47.413693800000004,3.377842857142857,0.023302,
3826,Kepler-332 d,Kepler-332,34.21130671516,1.2506249999999999,286.6627811,47.413693800000004,4.939214285714286,0.02636,
3827,Kepler-333 b,Kepler-333,12.551090467745455,1.4822000000000002,292.2861201,40.9135429,3.2196375,0.05379333333333333,
3828,Kepler-333 c,Kepler-333,24.088250594263638,1.219111111111111,292.2861201,40.9135429,4.0074125,0.03868,
3829,Kepler-334 b,Kepler-334,5.470336228308334,1.0671,287.1406177,47.1151153,3.133825,0.010791666666666666,
3830,Kepler-334 c,Kepler-334,12.758021945866666,1.4209,287.1406177,47.1151153,4.16925,0.019185,
3831,Kepler-334 d,Kepler-334,25.098517818583332,1.4597,287.1406177,47.1151153,2.8536625,0.018495,
3832,Kepler-335 b,Kepler-335,6.562270878572727,2.501888888888889,296.0642944,45.42859860000001,3.9915875,0.026598333333333335,
3833,Kepler-335 c,Kepler-335,67.84644636493334,2.29175,296.0642944,45.4285986,12.032333333333334,0.02382,
3834,Kepler-336 b,Kepler-336,2.024824557011111,0.8857142857142858,290.2376224,41.3313637,2.7271428571428573,0.006666,
3835,Kepler-336 c,Kepler-336,9.599939264789999,1.76,290.2376224,41.3313637,4.343325,0.02660333333333333,
3836,Kepler-336 d,Kepler-336,20.67876536337,2.044285714285714,290.2376224,41.3313637,4.671075,0.033105,
3837,Kepler-337 b,Kepler-337,3.292771578063636,1.421111111111111,290.0605123,47.1639533,4.820774999999999,0.008233333333333334,
3838,Kepler-337 c,Kepler-337,9.693141418263638,1.9385555555555554,290.0605123,47.1639533,5.6271375,0.014119999999999999,
3839,Kepler-338 b,Kepler-338,13.727048729628573,2.4541666666666666,282.9790593,40.7844188,7.3425,0.020073333333333335,
3840,Kepler-338 c,Kepler-338,24.31111452099231,2.372181818181818,282.9790593,40.78441879999999,8.8785125,0.018441666666666665,
3841,Kepler-338 d,Kepler-338,44.43030550912307,2.767181818181818,282.9790593,40.78441879999999,10.4080125,0.023148333333333337,
3842,Kepler-338 e,Kepler-338,9.341408345,1.6604545454545454,282.9790593,40.7844188,6.204642857142857,0.007751666666666666,
3843,Kepler-339 b,Kepler-339,4.977621803590909,1.5021111111111112,293.351701,48.44459220000001,2.5957,0.029173333333333332,
3844,Kepler-339 c,Kepler-339,6.988025546399999,1.1930999999999998,293.351701,48.4445922,3.1844,0.02076,
3845,Kepler-339 d,Kepler-339,10.558323662425,1.206,293.351701,48.4445922,3.4563375,0.021256666666666663,
3846,Kepler-34 b,Kepler-34,288.822,8.564,296.4358022,44.6415369,,,
3847,Kepler-340 b,Kepler-340,14.844431342857144,3.4355714285714285,295.933471,40.3005515,5.722166666666666,0.0188775,
3848,Kepler-340 c,Kepler-340,22.824589445555556,4.460625,295.933471,40.3005515,6.589925,0.032216666666666664,
3849,Kepler-341 b,Kepler-341,5.19556708715,1.1941111111111111,289.8615609,43.4727412,3.8037285714285716,0.012414,
3850,Kepler-341 c,Kepler-341,8.010393792672728,1.8287777777777778,289.8615609,43.4727412,4.2885625,0.02922,
3851,Kepler-341 d,Kepler-341,27.666462136181817,2.0348888888888887,289.8615609,43.4727412,6.2307875,0.033916666666666664,
3852,Kepler-341 e,Kepler-341,42.47225160690909,2.307111111111111,289.8615609,43.4727412,7.4609749999999995,0.035228333333333334,
3853,Kepler-342 b,Kepler-342,15.17026943029091,2.099222222222222,292.6780488,46.7266813,4.082675,0.023260000000000003,
3854,Kepler-342 c,Kepler-342,26.234751351111115,1.985375,292.6780488,46.7266813,2.769257142857143,0.018436,
3855,Kepler-342 d,Kepler-342,39.457743062000006,2.499111111111111,292.6780488,46.7266813,9.11765,0.024528333333333333,
3856,Kepler-342 e,Kepler-342,1.644223589857143,0.9577142857142856,292.6780488,46.7266813,2.8082000000000003,0.0048325,
3857,Kepler-343 b,Kepler-343,8.968496015336363,1.9862222222222223,291.960662,42.4329567,4.402725,0.02508166666666667,
3858,Kepler-343 c,Kepler-343,23.221798277829997,1.854375,291.960662,42.4329567,2.591,0.021242,
3859,Kepler-344 b,Kepler-344,21.963992380663637,2.5873333333333335,292.4996101,46.3243406,2.75675,0.07458833333333333,
3860,Kepler-344 c,Kepler-344,125.60133455299999,2.9975555555555555,292.4996101,46.3243406,7.39315,0.10053333333333332,
3861,Kepler-345 b,Kepler-345,7.415930018976923,0.8088888888888889,295.2288521,45.97104319999999,1.9769285714285714,0.015982,
3862,Kepler-345 c,Kepler-345,9.387580010742857,1.3833333333333333,295.2288521,45.9710432,1.5443875,0.040405,
3863,Kepler-346 b,Kepler-346,6.511124255163637,2.7335555555555557,288.0119248,46.1176003,1.643275,0.07154666666666666,
3864,Kepler-346 c,Kepler-346,23.85159937276364,3.1959999999999997,288.0119248,46.1176003,2.46965,0.08703666666666666,
3865,Kepler-347 b,Kepler-347,12.798321305954545,2.2648888888888887,289.1995995,49.305640399999994,6.3197875,0.033453333333333335,
3866,Kepler-347 c,Kepler-347,27.321510760400002,2.2552499999999998,289.1995995,49.30564040000001,4.048128571428571,0.026951999999999997,
